Vardas             Pavarde          ND1  ND2  ND3  ND4  ND5  Egz. 
Vardas8545         Pavarde8545      8    0    5    9    3    8    
Vardas8546         Pavarde8546      0    9    9    5    10   4    
Vardas8547         Pavarde8547      10   10   0    8    6    1    
Vardas8548         Pavarde8548      3    8    5    9    9    2    
Vardas8549         Pavarde8549      2    6    10   9    5    8    
Vardas8550         Pavarde8550      0    9    1    1    9    6    
Vardas8551         Pavarde8551      0    3    6    3    4    8    
Vardas8552         Pavarde8552      6    1    6    3    1    10   
Vardas8553         Pavarde8553      0    7    10   7    7    2    
Vardas8554         Pavarde8554      9    6    4    9    5    0    
Vardas8555         Pavarde8555      5    10   4    0    8    9    
Vardas8556         Pavarde8556      4    1    0    3    10   6    
Vardas8557         Pavarde8557      3    8    6    6    6    3    
Vardas8558         Pavarde8558      2    0    7    8    2    4    
Vardas8559         Pavarde8559      4    7    0    5    8    9    
Vardas8560         Pavarde8560      1    10   7    5    6    4    
Vardas8561         Pavarde8561      7    1    3    3    7    8    
Vardas8562         Pavarde8562      7    2    5    3    2    6    
Vardas8563         Pavarde8563      9    1    3    2    4    0    
Vardas8564         Pavarde8564      5    2    0    6    0    10   
Vardas8565         Pavarde8565      7    5    2    4    6    1    
Vardas8566         Pavarde8566      7    10   0    9    1    4    
Vardas8567         Pavarde8567      0    1    4    4    8    1    
Vardas8568         Pavarde8568      4    3    9    8    9    5    
Vardas8569         Pavarde8569      10   4    2    2    4    2    
Vardas8570         Pavarde8570      3    5    10   10   8    0    
Vardas8571         Pavarde8571      10   2    8    10   8    3    
Vardas8572         Pavarde8572      5    9    1    0    2    2    
Vardas8573         Pavarde8573      7    0    8    2    7    2    
Vardas8574         Pavarde8574      1    10   2    6    6    6    
Vardas8575         Pavarde8575      9    3    9    6    10   2    
Vardas8576         Pavarde8576      7    3    6    8    3    9    
Vardas8577         Pavarde8577      0    5    5    8    1    0    
Vardas8578         Pavarde8578      2    6    4    0    9    1    
Vardas8579         Pavarde8579      5    9    0    1    8    7    
Vardas8580         Pavarde8580      3    9    2    4    6    6    
Vardas8581         Pavarde8581      3    8    1    4    10   2    
Vardas8582         Pavarde8582      8    6    6    10   2    2    
Vardas8583         Pavarde8583      9    8    0    1    3    2    
Vardas8584         Pavarde8584      5    5    6    1    6    8    
Vardas8585         Pavarde8585      5    7    10   9    5    3    
Vardas8586         Pavarde8586      9    7    3    6    8    5    
Vardas8587         Pavarde8587      9    8    2    5    8    7    
Vardas8588         Pavarde8588      0    8    6    10   0    6    
Vardas8589         Pavarde8589      4    6    8    6    8    3    
Vardas8590         Pavarde8590      0    3    0    9    8    10   
Vardas8591         Pavarde8591      7    8    1    10   6    6    
Vardas8592         Pavarde8592      1    6    9    3    5    2    
Vardas8593         Pavarde8593      0    4    7    5    10   9    
Vardas8594         Pavarde8594      3    4    0    6    10   4    
Vardas8595         Pavarde8595      4    0    5    9    1    4    
Vardas8596         Pavarde8596      7    9    8    10   1    1    
Vardas8597         Pavarde8597      4    9    1    6    4    9    
Vardas8598         Pavarde8598      0    6    8    5    9    5    
Vardas8599         Pavarde8599      0    10   7    9    2    2    
Vardas8600         Pavarde8600      6    2    3    8    10   8    
Vardas8601         Pavarde8601      1    8    4    3    7    5    
Vardas8602         Pavarde8602      8    1    3    5    9    9    
Vardas8603         Pavarde8603      1    7    0    10   5    10   
Vardas8604         Pavarde8604      6    6    7    7    7    10   
Vardas8605         Pavarde8605      2    4    4    6    6    4    
Vardas8606         Pavarde8606      10   8    1    1    4    8    
Vardas8607         Pavarde8607      2    8    3    2    4    8    
Vardas8608         Pavarde8608      8    3    4    9    7    10   
Vardas8609         Pavarde8609      3    2    3    6    9    10   
Vardas8610         Pavarde8610      6    7    8    1    2    4    
Vardas8611         Pavarde8611      4    7    8    10   2    4    
Vardas8612         Pavarde8612      7    8    2    0    9    10   
Vardas8613         Pavarde8613      2    8    2    10   9    10   
Vardas8614         Pavarde8614      3    6    8    1    3    8    
Vardas8615         Pavarde8615      3    1    3    1    4    4    
Vardas8616         Pavarde8616      4    9    4    5    5    7    
Vardas8617         Pavarde8617      2    9    1    2    7    4    
Vardas8618         Pavarde8618      3    7    8    2    2    1    
Vardas8619         Pavarde8619      7    3    6    2    7    8    
Vardas8620         Pavarde8620      3    10   9    7    7    6    
Vardas8621         Pavarde8621      8    7    1    8    6    9    
Vardas8622         Pavarde8622      9    6    4    6    3    6    
Vardas8623         Pavarde8623      0    4    2    2    7    4    
Vardas8624         Pavarde8624      4    7    6    6    5    4    
Vardas8625         Pavarde8625      9    1    4    0    2    9    
Vardas8626         Pavarde8626      0    10   10   10   1    10   
Vardas8627         Pavarde8627      10   10   3    0    5    1    
Vardas8628         Pavarde8628      5    5    5    5    8    8    
Vardas8629         Pavarde8629      8    0    4    9    7    3    
Vardas8630         Pavarde8630      9    2    1    0    5    3    
Vardas8631         Pavarde8631      3    3    5    1    9    10   
Vardas8632         Pavarde8632      2    8    3    8    1    2    
Vardas8633         Pavarde8633      8    6    8    9    4    3    
Vardas8634         Pavarde8634      1    10   6    7    4    10   
Vardas8635         Pavarde8635      4    2    3    10   9    2    
Vardas8636         Pavarde8636      1    6    7    7    9    7    
Vardas8637         Pavarde8637      6    8    3    8    4    8    
Vardas8638         Pavarde8638      0    1    9    8    6    3    
Vardas8639         Pavarde8639      6    5    9    4    10   3    
Vardas8640         Pavarde8640      0    10   1    2    0    5    
Vardas8641         Pavarde8641      1    7    7    7    9    6    
Vardas8642         Pavarde8642      9    5    8    5    8    0    
Vardas8643         Pavarde8643      0    3    10   6    8    0    
Vardas8644         Pavarde8644      8    1    7    8    5    6    
Vardas8645         Pavarde8645      3    7    2    9    0    1    
Vardas8646         Pavarde8646      1    7    0    9    1    2    
Vardas8647         Pavarde8647      8    0    7    4    5    3    
Vardas8648         Pavarde8648      0    8    0    8    9    4    
Vardas8649         Pavarde8649      3    4    1    7    3    0    
Vardas8650         Pavarde8650      0    9    4    8    1    3    
Vardas8651         Pavarde8651      4    0    1    1    6    2    
Vardas8652         Pavarde8652      4    7    10   7    3    2    
Vardas8653         Pavarde8653      5    3    10   8    1    7    
Vardas8654         Pavarde8654      1    0    4    3    7    2    
Vardas8655         Pavarde8655      2    2    4    2    7    6    
Vardas8656         Pavarde8656      9    0    5    10   6    3    
Vardas8657         Pavarde8657      0    5    9    2    10   8    
Vardas8658         Pavarde8658      5    5    6    1    0    0    
Vardas8659         Pavarde8659      0    8    4    0    6    10   
Vardas8660         Pavarde8660      10   5    8    5    4    8    
Vardas8661         Pavarde8661      9    6    1    1    4    2    
Vardas8662         Pavarde8662      5    5    3    1    7    4    
Vardas8663         Pavarde8663      3    3    7    7    3    10   
Vardas8664         Pavarde8664      9    10   3    9    0    6    
Vardas8665         Pavarde8665      10   10   4    7    6    9    
Vardas8666         Pavarde8666      0    4    1    5    6    5    
Vardas8667         Pavarde8667      3    0    9    9    4    2    
Vardas8668         Pavarde8668      8    7    5    5    1    10   
Vardas8669         Pavarde8669      10   6    6    1    7    7    
Vardas8670         Pavarde8670      6    7    8    8    10   0    
Vardas8671         Pavarde8671      1    7    5    7    3    1    
Vardas8672         Pavarde8672      2    7    3    10   3    5    
Vardas8673         Pavarde8673      1    3    0    4    0    6    
Vardas8674         Pavarde8674      6    4    6    4    6    8    
Vardas8675         Pavarde8675      8    2    8    4    3    2    
Vardas8676         Pavarde8676      4    3    10   2    4    1    
Vardas8677         Pavarde8677      5    8    1    10   6    3    
Vardas8678         Pavarde8678      10   2    9    7    3    7    
Vardas8679         Pavarde8679      5    10   8    0    2    4    
Vardas8680         Pavarde8680      10   0    0    5    3    4    
Vardas8681         Pavarde8681      8    9    0    8    3    9    
Vardas8682         Pavarde8682      3    1    4    10   8    0    
Vardas8683         Pavarde8683      1    6    10   8    9    0    
Vardas8684         Pavarde8684      2    6    1    2    9    7    
Vardas8685         Pavarde8685      4    2    7    9    1    6    
Vardas8686         Pavarde8686      5    4    0    8    4    8    
Vardas8687         Pavarde8687      9    3    5    10   1    2    
Vardas8688         Pavarde8688      7    6    10   7    0    7    
Vardas8689         Pavarde8689      5    8    2    1    4    7    
Vardas8690         Pavarde8690      10   8    9    0    7    1    
Vardas8691         Pavarde8691      5    9    5    9    5    8    
Vardas8692         Pavarde8692      9    0    10   0    7    7    
Vardas8693         Pavarde8693      3    6    9    1    0    2    
Vardas8694         Pavarde8694      5    2    2    0    9    8    
Vardas8695         Pavarde8695      8    3    10   10   0    5    
Vardas8696         Pavarde8696      8    5    7    5    2    10   
Vardas8697         Pavarde8697      10   0    7    8    7    8    
Vardas8698         Pavarde8698      6    10   9    4    2    1    
Vardas8699         Pavarde8699      4    0    7    8    3    3    
Vardas8700         Pavarde8700      4    2    4    7    1    6    
Vardas8701         Pavarde8701      6    0    4    7    0    10   
Vardas8702         Pavarde8702      10   10   8    4    6    5    
Vardas8703         Pavarde8703      6    3    4    8    5    10   
Vardas8704         Pavarde8704      1    5    0    3    6    4    
Vardas8705         Pavarde8705      1    8    10   9    7    8    
Vardas8706         Pavarde8706      8    6    9    7    4    6    
Vardas8707         Pavarde8707      0    7    2    10   6    5    
Vardas8708         Pavarde8708      2    10   9    6    3    8    
Vardas8709         Pavarde8709      1    0    9    5    6    7    
Vardas8710         Pavarde8710      4    9    6    3    10   0    
Vardas8711         Pavarde8711      9    3    8    3    5    9    
Vardas8712         Pavarde8712      0    9    1    3    7    6    
Vardas8713         Pavarde8713      7    3    8    3    8    6    
Vardas8714         Pavarde8714      2    1    2    10   4    9    
Vardas8715         Pavarde8715      3    7    9    1    3    1    
Vardas8716         Pavarde8716      0    7    2    5    9    2    
Vardas8717         Pavarde8717      9    9    5    3    6    5    
Vardas8718         Pavarde8718      4    6    8    5    2    2    
Vardas8719         Pavarde8719      6    3    3    2    7    8    
Vardas8720         Pavarde8720      6    5    7    4    9    8    
Vardas8721         Pavarde8721      1    3    10   8    10   5    
Vardas8722         Pavarde8722      2    3    5    3    4    0    
Vardas8723         Pavarde8723      8    0    5    7    0    3    
Vardas8724         Pavarde8724      6    2    5    1    0    2    
Vardas8725         Pavarde8725      1    8    5    7    7    1    
Vardas8726         Pavarde8726      1    1    6    3    10   0    
Vardas8727         Pavarde8727      1    4    0    0    6    5    
Vardas8728         Pavarde8728      5    5    9    8    1    10   
Vardas8729         Pavarde8729      0    8    7    10   6    1    
Vardas8730         Pavarde8730      2    1    1    2    5    1    
Vardas8731         Pavarde8731      1    3    3    5    3    5    
Vardas8732         Pavarde8732      0    2    10   7    1    8    
Vardas8733         Pavarde8733      7    4    7    5    2    8    
Vardas8734         Pavarde8734      2    9    10   1    3    5    
Vardas8735         Pavarde8735      1    9    6    5    1    8    
Vardas8736         Pavarde8736      3    9    6    5    3    1    
Vardas8737         Pavarde8737      7    3    0    6    6    7    
Vardas8738         Pavarde8738      9    7    10   7    2    4    
Vardas8739         Pavarde8739      1    1    4    4    2    4    
Vardas8740         Pavarde8740      0    1    0    5    4    2    
Vardas8741         Pavarde8741      0    10   5    1    10   2    
Vardas8742         Pavarde8742      3    10   7    4    6    8    
Vardas8743         Pavarde8743      1    9    5    9    9    2    
Vardas8744         Pavarde8744      5    4    8    8    8    3    
Vardas8745         Pavarde8745      0    3    5    9    4    8    
Vardas8746         Pavarde8746      8    7    1    5    2    7    
Vardas8747         Pavarde8747      10   2    10   10   5    5    
Vardas8748         Pavarde8748      7    5    6    8    1    2    
Vardas8749         Pavarde8749      5    9    1    6    2    2    
Vardas8750         Pavarde8750      5    6    8    3    9    2    
Vardas8751         Pavarde8751      5    5    7    3    10   9    
Vardas8752         Pavarde8752      8    7    10   4    4    4    
Vardas8753         Pavarde8753      9    0    3    0    9    2    
Vardas8754         Pavarde8754      3    6    2    9    10   0    
Vardas8755         Pavarde8755      6    6    1    6    6    8    
Vardas8756         Pavarde8756      4    2    9    1    3    1    
Vardas8757         Pavarde8757      10   2    6    2    8    5    
Vardas8758         Pavarde8758      10   1    10   4    10   2    
Vardas8759         Pavarde8759      1    1    5    5    1    1    
Vardas8760         Pavarde8760      1    6    1    4    2    10   
Vardas8761         Pavarde8761      7    5    7    2    10   6    
Vardas8762         Pavarde8762      3    3    7    4    3    3    
Vardas8763         Pavarde8763      0    5    3    5    5    2    
Vardas8764         Pavarde8764      2    7    2    1    8    5    
Vardas8765         Pavarde8765      6    2    9    7    8    2    
Vardas8766         Pavarde8766      10   8    2    3    3    6    
Vardas8767         Pavarde8767      5    10   2    7    4    4    
Vardas8768         Pavarde8768      8    8    3    5    10   5    
Vardas8769         Pavarde8769      6    8    0    10   1    3    
Vardas8770         Pavarde8770      8    7    5    0    7    10   
Vardas8771         Pavarde8771      7    7    1    4    4    8    
Vardas8772         Pavarde8772      3    5    3    0    1    8    
Vardas8773         Pavarde8773      7    3    0    2    10   9    
Vardas8774         Pavarde8774      1    4    9    9    3    3    
Vardas8775         Pavarde8775      8    7    2    2    2    5    
Vardas8776         Pavarde8776      3    8    8    5    4    5    
Vardas8777         Pavarde8777      0    2    8    2    4    1    
Vardas8778         Pavarde8778      1    4    6    6    7    2    
Vardas8779         Pavarde8779      5    6    9    9    4    1    
Vardas8780         Pavarde8780      4    0    10   5    4    3    
Vardas8781         Pavarde8781      5    6    6    1    0    3    
Vardas8782         Pavarde8782      0    2    7    4    0    1    
Vardas8783         Pavarde8783      7    3    4    9    7    1    
Vardas8784         Pavarde8784      1    10   6    1    7    9    
Vardas8785         Pavarde8785      8    6    7    4    4    10   
Vardas8786         Pavarde8786      2    5    8    4    9    2    
Vardas8787         Pavarde8787      6    2    0    10   10   7    
Vardas8788         Pavarde8788      9    5    8    10   10   3    
Vardas8789         Pavarde8789      10   9    1    10   4    1    
Vardas8790         Pavarde8790      1    9    10   10   9    9    
Vardas8791         Pavarde8791      1    4    3    5    7    3    
Vardas8792         Pavarde8792      4    8    0    2    3    3    
Vardas8793         Pavarde8793      0    10   9    4    6    4    
Vardas8794         Pavarde8794      1    10   0    9    7    9    
Vardas8795         Pavarde8795      6    8    3    2    6    5    
Vardas8796         Pavarde8796      10   6    8    4    3    0    
Vardas8797         Pavarde8797      5    4    9    7    6    4    
Vardas8798         Pavarde8798      1    6    9    0    1    8    
Vardas8799         Pavarde8799      9    1    3    6    9    10   
Vardas8800         Pavarde8800      10   8    4    10   10   3    
Vardas8801         Pavarde8801      4    1    1    8    1    2    
Vardas8802         Pavarde8802      0    2    9    2    10   1    
Vardas8803         Pavarde8803      8    9    8    0    5    9    
Vardas8804         Pavarde8804      10   4    2    9    6    1    
Vardas8805         Pavarde8805      8    7    5    3    1    3    
Vardas8806         Pavarde8806      7    1    10   2    6    3    
Vardas8807         Pavarde8807      9    7    6    2    1    1    
Vardas8808         Pavarde8808      8    10   7    10   2    7    
Vardas8809         Pavarde8809      5    3    9    9    5    2    
Vardas8810         Pavarde8810      4    1    8    10   8    2    
Vardas8811         Pavarde8811      1    8    8    8    2    10   
Vardas8812         Pavarde8812      0    0    7    7    5    3    
Vardas8813         Pavarde8813      7    9    6    1    10   0    
Vardas8814         Pavarde8814      10   3    3    7    3    5    
Vardas8815         Pavarde8815      3    10   4    10   1    6    
Vardas8816         Pavarde8816      8    7    8    1    0    10   
Vardas8817         Pavarde8817      4    9    2    4    2    7    
Vardas8818         Pavarde8818      10   2    9    10   9    8    
Vardas8819         Pavarde8819      4    6    4    7    2    10   
Vardas8820         Pavarde8820      4    8    2    9    6    1    
Vardas8821         Pavarde8821      8    6    7    2    1    5    
Vardas8822         Pavarde8822      4    2    5    2    0    0    
Vardas8823         Pavarde8823      0    8    0    7    1    2    
Vardas8824         Pavarde8824      4    8    8    0    5    3    
Vardas8825         Pavarde8825      5    7    2    8    10   0    
Vardas8826         Pavarde8826      0    6    0    10   5    5    
Vardas8827         Pavarde8827      5    9    2    2    7    9    
Vardas8828         Pavarde8828      9    1    8    0    4    2    
Vardas8829         Pavarde8829      6    5    9    0    8    3    
Vardas8830         Pavarde8830      2    7    6    0    0    3    
Vardas8831         Pavarde8831      10   3    2    4    6    0    
Vardas8832         Pavarde8832      0    9    0    6    6    2    
Vardas8833         Pavarde8833      8    3    2    0    10   5    
Vardas8834         Pavarde8834      7    3    7    10   7    10   
Vardas8835         Pavarde8835      0    9    1    0    6    6    
Vardas8836         Pavarde8836      5    5    8    2    3    4    
Vardas8837         Pavarde8837      8    8    9    9    10   10   
Vardas8838         Pavarde8838      4    3    10   5    6    4    
Vardas8839         Pavarde8839      0    2    8    3    5    2    
Vardas8840         Pavarde8840      9    3    2    7    1    5    
Vardas8841         Pavarde8841      9    9    3    7    9    7    
Vardas8842         Pavarde8842      6    3    2    9    0    4    
Vardas8843         Pavarde8843      4    2    2    5    1    0    
Vardas8844         Pavarde8844      9    4    7    7    9    0    
Vardas8845         Pavarde8845      3    10   3    0    9    8    
Vardas8846         Pavarde8846      4    9    3    6    6    7    
Vardas8847         Pavarde8847      8    0    6    5    2    4    
Vardas8848         Pavarde8848      6    5    3    9    4    9    
Vardas8849         Pavarde8849      2    2    4    5    1    3    
Vardas8850         Pavarde8850      3    7    2    9    6    6    
Vardas8851         Pavarde8851      6    1    5    1    5    5    
Vardas8852         Pavarde8852      4    6    0    9    8    5    
Vardas8853         Pavarde8853      4    2    1    10   9    6    
Vardas8854         Pavarde8854      9    9    10   9    2    4    
Vardas8855         Pavarde8855      0    3    5    10   5    7    
Vardas8856         Pavarde8856      7    7    0    9    9    7    
Vardas8857         Pavarde8857      2    5    3    8    10   7    
Vardas8858         Pavarde8858      5    6    10   8    0    5    
Vardas8859         Pavarde8859      10   0    4    1    6    2    
Vardas8860         Pavarde8860      0    2    6    5    5    4    
Vardas8861         Pavarde8861      0    7    0    4    6    0    
Vardas8862         Pavarde8862      5    1    9    4    8    1    
Vardas8863         Pavarde8863      9    10   6    5    3    9    
Vardas8864         Pavarde8864      3    5    9    10   5    0    
Vardas8865         Pavarde8865      6    4    6    5    2    5    
Vardas8866         Pavarde8866      0    7    2    4    8    1    
Vardas8867         Pavarde8867      7    1    3    6    3    4    
Vardas8868         Pavarde8868      9    8    2    6    6    4    
Vardas8869         Pavarde8869      5    1    10   5    1    2    
Vardas8870         Pavarde8870      2    10   10   0    8    10   
Vardas8871         Pavarde8871      4    9    7    10   8    4    
Vardas8872         Pavarde8872      10   7    10   6    9    6    
Vardas8873         Pavarde8873      7    4    6    2    2    2    
Vardas8874         Pavarde8874      9    10   2    9    3    4    
Vardas8875         Pavarde8875      1    9    6    8    3    2    
Vardas8876         Pavarde8876      9    7    2    8    5    5    
Vardas8877         Pavarde8877      0    5    1    2    6    8    
Vardas8878         Pavarde8878      1    8    9    0    2    1    
Vardas8879         Pavarde8879      2    9    5    7    5    7    
Vardas8880         Pavarde8880      7    7    5    7    1    3    
Vardas8881         Pavarde8881      6    8    4    4    0    10   
Vardas8882         Pavarde8882      5    1    7    4    5    1    
Vardas8883         Pavarde8883      1    4    6    1    10   2    
Vardas8884         Pavarde8884      4    9    5    3    3    1    
Vardas8885         Pavarde8885      7    9    10   8    1    10   
Vardas8886         Pavarde8886      2    7    3    1    8    9    
Vardas8887         Pavarde8887      0    5    2    10   9    1    
Vardas8888         Pavarde8888      4    1    9    0    4    3    
Vardas8889         Pavarde8889      9    7    9    9    1    10   
Vardas8890         Pavarde8890      7    6    6    6    0    7    
Vardas8891         Pavarde8891      9    10   8    2    4    1    
Vardas8892         Pavarde8892      10   0    5    5    0    4    
Vardas8893         Pavarde8893      3    4    4    5    2    6    
Vardas8894         Pavarde8894      3    10   4    7    4    8    
Vardas8895         Pavarde8895      5    7    9    9    10   1    
Vardas8896         Pavarde8896      10   7    6    0    7    6    
Vardas8897         Pavarde8897      1    4    0    8    6    2    
Vardas8898         Pavarde8898      2    3    3    6    2    7    
Vardas8899         Pavarde8899      3    9    2    3    7    0    
Vardas8900         Pavarde8900      4    2    7    1    9    3    
Vardas8901         Pavarde8901      4    8    1    6    0    6    
Vardas8902         Pavarde8902      5    9    6    10   3    7    
Vardas8903         Pavarde8903      4    0    2    9    1    6    
Vardas8904         Pavarde8904      9    5    5    8    2    6    
Vardas8905         Pavarde8905      4    1    1    3    8    2    
Vardas8906         Pavarde8906      2    6    3    1    3    1    
Vardas8907         Pavarde8907      10   0    3    2    9    8    
Vardas8908         Pavarde8908      3    1    1    2    9    2    
Vardas8909         Pavarde8909      1    0    4    1    0    5    
Vardas8910         Pavarde8910      8    10   2    2    3    2    
Vardas8911         Pavarde8911      9    7    4    2    6    7    
Vardas8912         Pavarde8912      10   10   0    0    1    8    
Vardas8913         Pavarde8913      9    0    7    6    8    4    
Vardas8914         Pavarde8914      1    6    8    10   3    0    
Vardas8915         Pavarde8915      1    1    10   3    3    8    
Vardas8916         Pavarde8916      8    0    1    1    4    9    
Vardas8917         Pavarde8917      4    2    4    6    10   4    
Vardas8918         Pavarde8918      4    2    10   8    4    0    
Vardas8919         Pavarde8919      4    2    1    9    0    0    
Vardas8920         Pavarde8920      3    3    10   10   0    2    
Vardas8921         Pavarde8921      1    1    5    4    5    0    
Vardas8922         Pavarde8922      0    8    6    3    7    1    
Vardas8923         Pavarde8923      4    9    7    4    8    5    
Vardas8924         Pavarde8924      7    6    0    3    5    8    
Vardas8925         Pavarde8925      4    6    1    8    5    3    
Vardas8926         Pavarde8926      7    4    6    10   8    2    
Vardas8927         Pavarde8927      10   1    10   0    2    9    
Vardas8928         Pavarde8928      4    10   0    2    1    7    
Vardas8929         Pavarde8929      5    2    0    10   7    4    
Vardas8930         Pavarde8930      6    9    9    6    10   2    
Vardas8931         Pavarde8931      0    6    2    4    1    8    
Vardas8932         Pavarde8932      2    7    6    5    3    9    
Vardas8933         Pavarde8933      1    10   1    7    2    5    
Vardas8934         Pavarde8934      3    3    10   7    7    0    
Vardas8935         Pavarde8935      2    3    4    6    10   5    
Vardas8936         Pavarde8936      10   6    7    2    9    2    
Vardas8937         Pavarde8937      8    7    3    4    2    8    
Vardas8938         Pavarde8938      0    0    5    4    9    4    
Vardas8939         Pavarde8939      9    10   8    8    1    3    
Vardas8940         Pavarde8940      9    1    8    3    10   3    
Vardas8941         Pavarde8941      3    2    6    10   1    0    
Vardas8942         Pavarde8942      6    2    8    0    1    5    
Vardas8943         Pavarde8943      9    0    9    2    9    5    
Vardas8944         Pavarde8944      7    7    2    5    9    9    
Vardas8945         Pavarde8945      7    10   4    7    0    1    
Vardas8946         Pavarde8946      7    2    5    7    9    0    
Vardas8947         Pavarde8947      8    8    9    3    0    2    
Vardas8948         Pavarde8948      0    1    2    7    1    0    
Vardas8949         Pavarde8949      4    4    8    0    9    5    
Vardas8950         Pavarde8950      5    7    8    10   6    10   
Vardas8951         Pavarde8951      9    1    9    1    2    0    
Vardas8952         Pavarde8952      4    7    4    0    0    3    
Vardas8953         Pavarde8953      9    1    0    9    4    5    
Vardas8954         Pavarde8954      10   9    5    3    8    8    
Vardas8955         Pavarde8955      3    3    2    9    10   7    
Vardas8956         Pavarde8956      10   0    3    7    4    10   
Vardas8957         Pavarde8957      9    0    5    0    1    9    
Vardas8958         Pavarde8958      1    7    0    9    10   7    
Vardas8959         Pavarde8959      10   1    2    9    3    10   
Vardas8960         Pavarde8960      7    1    0    5    7    9    
Vardas8961         Pavarde8961      1    7    1    6    9    9    
Vardas8962         Pavarde8962      0    3    1    4    6    10   
Vardas8963         Pavarde8963      6    2    10   2    9    7    
Vardas8964         Pavarde8964      5    0    9    8    5    2    
Vardas8965         Pavarde8965      4    6    2    1    1    4    
Vardas8966         Pavarde8966      8    2    9    2    1    7    
Vardas8967         Pavarde8967      5    1    3    7    2    10   
Vardas8968         Pavarde8968      1    3    10   2    10   2    
Vardas8969         Pavarde8969      0    10   7    6    8    1    
Vardas8970         Pavarde8970      0    9    6    9    6    7    
Vardas8971         Pavarde8971      4    8    4    3    0    0    
Vardas8972         Pavarde8972      10   7    10   2    2    6    
Vardas8973         Pavarde8973      9    4    0    3    10   0    
Vardas8974         Pavarde8974      1    7    8    10   9    1    
Vardas8975         Pavarde8975      5    5    9    4    3    3    
Vardas8976         Pavarde8976      3    3    9    4    1    0    
Vardas8977         Pavarde8977      2    9    0    1    9    7    
Vardas8978         Pavarde8978      7    10   4    0    3    7    
Vardas8979         Pavarde8979      3    0    7    7    8    3    
Vardas8980         Pavarde8980      4    4    6    7    6    8    
Vardas8981         Pavarde8981      7    1    1    10   0    0    
Vardas8982         Pavarde8982      2    4    3    6    0    2    
Vardas8983         Pavarde8983      10   2    2    10   1    7    
Vardas8984         Pavarde8984      3    4    10   4    1    2    
Vardas8985         Pavarde8985      0    6    0    7    7    6    
Vardas8986         Pavarde8986      8    1    9    8    7    7    
Vardas8987         Pavarde8987      10   6    7    3    5    10   
Vardas8988         Pavarde8988      6    1    8    7    10   5    
Vardas8989         Pavarde8989      5    7    3    8    7    7    
Vardas8990         Pavarde8990      9    10   2    7    7    3    
Vardas8991         Pavarde8991      7    10   4    8    8    4    
Vardas8992         Pavarde8992      2    10   0    2    1    2    
Vardas8993         Pavarde8993      8    0    8    8    0    0    
Vardas8994         Pavarde8994      3    3    9    0    3    4    
Vardas8995         Pavarde8995      1    6    8    3    4    10   
Vardas8996         Pavarde8996      3    5    10   8    5    1    
Vardas8997         Pavarde8997      8    0    9    7    5    8    
Vardas8998         Pavarde8998      10   8    4    9    10   1    
Vardas8999         Pavarde8999      2    2    7    10   4    6    
Vardas9000         Pavarde9000      9    6    9    6    8    9    
Vardas9001         Pavarde9001      2    8    5    10   1    0    
Vardas9002         Pavarde9002      6    10   5    0    4    10   
Vardas9003         Pavarde9003      6    7    5    2    1    9    
Vardas9004         Pavarde9004      4    5    10   2    7    8    
Vardas9005         Pavarde9005      5    2    3    3    10   4    
Vardas9006         Pavarde9006      3    9    5    7    7    10   
Vardas9007         Pavarde9007      8    10   0    1    3    3    
Vardas9008         Pavarde9008      5    4    2    2    5    9    
Vardas9009         Pavarde9009      2    10   8    7    9    4    
Vardas9010         Pavarde9010      3    1    3    0    9    5    
Vardas9011         Pavarde9011      6    1    7    3    8    0    
Vardas9012         Pavarde9012      7    9    2    9    8    4    
Vardas9013         Pavarde9013      9    5    9    9    7    6    
Vardas9014         Pavarde9014      6    5    3    8    0    9    
Vardas9015         Pavarde9015      2    0    7    10   1    3    
Vardas9016         Pavarde9016      2    2    7    5    8    2    
Vardas9017         Pavarde9017      1    10   3    2    1    10   
Vardas9018         Pavarde9018      6    2    5    8    10   7    
Vardas9019         Pavarde9019      0    4    9    0    8    5    
Vardas9020         Pavarde9020      4    3    6    4    1    3    
Vardas9021         Pavarde9021      10   9    2    7    7    6    
Vardas9022         Pavarde9022      1    2    9    7    0    3    
Vardas9023         Pavarde9023      9    6    9    10   7    10   
Vardas9024         Pavarde9024      10   2    3    4    6    3    
Vardas9025         Pavarde9025      0    1    10   0    4    1    
Vardas9026         Pavarde9026      1    0    1    6    6    9    
Vardas9027         Pavarde9027      0    6    4    1    8    5    
Vardas9028         Pavarde9028      2    6    9    4    10   9    
Vardas9029         Pavarde9029      6    5    8    5    6    10   
Vardas9030         Pavarde9030      4    7    3    9    4    9    
Vardas9031         Pavarde9031      10   6    8    7    5    4    
Vardas9032         Pavarde9032      9    6    5    5    5    2    
Vardas9033         Pavarde9033      4    10   5    8    5    1    
Vardas9034         Pavarde9034      7    9    10   2    9    8    
Vardas9035         Pavarde9035      9    0    8    8    1    9    
Vardas9036         Pavarde9036      5    5    8    7    8    7    
Vardas9037         Pavarde9037      5    2    3    6    4    9    
Vardas9038         Pavarde9038      1    0    3    6    7    0    
Vardas9039         Pavarde9039      0    3    5    0    6    7    
Vardas9040         Pavarde9040      6    6    0    4    8    7    
Vardas9041         Pavarde9041      7    5    1    7    1    0    
Vardas9042         Pavarde9042      5    4    8    3    7    3    
